idx	label	sentence1	sentence2	lexical-semantics	predicate-argument-structure	logic	knowledge
177	entailment	"Thought this was super cool, and a really important step in all the physical books' preservation."	"Thought this was super cool, and a really important step in preserving all the physical books."		Nominalization;Genitives/Partitives		
178	entailment	"During World War II, the five remaining Greek boats were sunk by Axis aircraft during the German invasion of Greece in April 1941."	"During World War II, the five remaining Greek boats were sunk by Axis aircraft when the Germans invaded Greece in April 1941."		Nominalization		
179	entailment	"During World War II, the five remaining Greek boats were sunk by Axis aircraft when the Germans invaded Greece in April 1941."	"During World War II, the five remaining Greek boats were sunk by Axis aircraft during the German invasion of Greece in April 1941."		Nominalization		
180	not_entailment	"During World War II, the five remaining Greek boats were sunk by Axis aircraft during the German invasion of Greece in April 1941."	"During World War II, the five remaining Greek boats were sunk by Axis aircraft during the Greek invasion of Germany in April 1941."		Nominalization		
181	not_entailment	"During World War II, the five remaining Greek boats were sunk by Axis aircraft during the Greek invasion of Germany in April 1941."	"During World War II, the five remaining Greek boats were sunk by Axis aircraft during the German invasion of Greece in April 1941."		Nominalization		
182	entailment	"Often, the first step in building statistical NLP models involves feature extraction."	"Often, the first step in building statistical NLP models involves extracting features."		Nominalization		
183	entailment	"Often, the first step in building statistical NLP models involves extracting features."	"Often, the first step in building statistical NLP models involves feature extraction."		Nominalization		
184	not_entailment	Bob likes Alice.	Alice likes Bob.	Symmetry/Collectivity	Core args		
185	not_entailment	Alice likes Bob.	Bob likes Alice.	Symmetry/Collectivity	Core args		
186	not_entailment	Bob is Alice's parent.	Alice is Bob's parent.		Core args		Common sense
187	not_entailment	Alice is Bob's parent.	Bob is Alice's parent.		Core args		Common sense
188	not_entailment	President Trump will ask Republican lawmakers to use a controversial White House framework as the baseline for a coming Senate debate on immigration policy.	Republican lawmakers will ask President Trump to use a controversial White House framework as the baseline for a coming Senate debate on immigration policy.	Symmetry/Collectivity	Core args		
189	not_entailment	Republican lawmakers will ask President Trump to use a controversial White House framework as the baseline for a coming Senate debate on immigration policy.	President Trump will ask Republican lawmakers to use a controversial White House framework as the baseline for a coming Senate debate on immigration policy.	Symmetry/Collectivity	Core args		
